scenario,simulation,observed_homogenization,latent_homogenization,observed_between_change,latent_between_change,observed_group_mean_variance_change,observed_icc_change,latent_icc_change
convergence_only,143,0.487782,0.51,-0.030765,-0.009097,-0.05196,0.059326,0.0897
convergence_only,144,0.442405,0.51,-0.006911,-0.001678,-0.025371,0.093768,0.128512
convergence_only,145,0.486051,0.51,0.015811,0.014163,-0.006082,0.060008,0.077078
convergence_only,146,0.489974,0.51,5.68e-4,-0.002939,-0.02087,0.06875,0.0811
convergence_only,147,0.473976,0.51,-0.013552,-0.011908,-0.034871,0.059207,0.075537000000000007
convergence_only,148,0.457109,0.51,-0.006497,0.003474,-0.026209,0.057201,0.081775
convergence_only,149,0.463959,0.51,-4.05e-4,0.003408,-0.020485,0.062487,0.081801
convergence_only,150,0.492665,0.51,-0.019562,-0.011596,-0.039598,0.089449,0.113126
convergence_only,151,0.439893,0.51,-0.015455,-0.015951,-0.03544,0.077788,0.106596
convergence_only,152,0.435037,0.51,-0.014277,-0.003244,-0.034014,0.054616,0.086197
convergence_only,153,0.47393,0.51,-0.008627,-0.014113,-0.029893,0.058629,0.068676
convergence_only,154,0.50117,0.51,-0.024145,-0.002956,-0.045625,0.083559,0.111543
convergence_only,155,0.482227,0.51,0.005733,0.007504,-0.017549,0.053367,0.072291
convergence_only,156,0.413182,0.51,-0.014518,0.006476,-0.029861,0.042741,0.092234
convergence_only,157,0.443222,0.51,-0.017813,-0.005402,-0.037381,0.078746,0.112281
convergence_only,158,0.489201,0.51,0.013369,0.005777,-0.006525,0.086403,0.088193
convergence_only,159,0.468363,0.51,0.016595,0.011726,-0.004725,0.051818,0.060714
convergence_only,160,0.465086,0.51,0.007654,0.014623,-0.014381,0.081865,0.10821
convergence_only,161,0.47775,0.51,-0.001316,9.83e-4,-0.023204,0.085791,0.103498
convergence_only,162,0.45694,0.51,0.017653,0.008149,-0.003049,0.077612,0.084756
convergence_only,163,0.445869,0.51,0.004983,-0.003455,-0.014834,0.057891,0.073213
convergence_only,164,0.46301,0.51,-0.026136,0.002409,-0.046412,0.039305,0.088016
convergence_only,165,0.478027,0.51,0.028134,0.011173,0.006818,0.062335,0.05774
convergence_only,166,0.451053,0.51,0.017345,0.007816,-0.002764,0.054551,0.060209
convergence_only,167,0.440724,0.51,-0.005813,0.007014,-0.025679,0.038218,0.07286
convergence_only,168,0.436877,0.51,-0.033632,-0.013263,-0.051558,0.036436,0.077187
convergence_only,169,0.464818,0.51,0.006944,0.002315,-0.012271,0.099528,0.111249
convergence_only,170,0.475292,0.51,0.038191,0.003575,0.016912,0.110454,0.086015
convergence_only,171,0.457013,0.51,-0.01094,-0.0071590000000000004,-0.031479,0.064732,0.09106
convergence_only,172,0.457976,0.51,-0.012239,-0.004214,-0.031241,0.075454,0.112606
convergence_only,173,0.447424,0.51,-0.024245,-0.006989,-0.043047,0.071794,0.117077
convergence_only,174,0.445657,0.51,-0.00973,-0.007026,-0.030011,0.069867,0.09527
convergence_only,175,0.432586,0.51,-0.007941,-0.003429,-0.025368,0.040209,0.067355
convergence_only,176,0.457227,0.51,0.013205,0.002933,-0.006805,0.087224,0.103296
convergence_only,177,0.43997000000000003,0.51,-0.003723,0.008109,-0.023602,0.065943,0.103319
convergence_only,178,0.462461,0.51,-0.006612,0.004473,-0.0269,0.070146,0.098337
convergence_only,179,0.463024,0.51,0.008999,0.007242,-0.010199,0.073475,0.095578
convergence_only,180,0.49444,0.51,0.015288,0.008837,-0.006036,0.056388,0.056485
convergence_only,181,0.473856,0.51,-0.027933,-0.012312,-0.048596,0.054272,0.07954
convergence_only,182,0.472287,0.51,-0.006339,0.016211,-0.025714,0.079637,0.124756
convergence_only,183,0.476231,0.51,-0.001625,1.56e-4,-0.023306,0.061369,0.078883
convergence_only,184,0.487071,0.51,0.005954,0.001456,-0.016311,0.070598,0.078192
convergence_only,185,0.423818,0.51,0.005836,-0.006423,-0.014383,0.068994,0.094818
convergence_only,186,0.458282,0.51,0.043711,0.021757,0.023973,0.109328,0.110144
convergence_only,187,0.462953,0.51,-0.006264,-0.00674,-0.026869,0.085721,0.105238
convergence_only,188,0.492357,0.51,0.036618,0.011155,0.013773,0.095778,0.082399
convergence_only,189,0.432528,0.51,-0.011153,-0.016182,-0.029556,0.059915,0.086718
convergence_only,190,0.458998,0.51,-0.025531,-0.003607,-0.044497,0.072323,0.114266
convergence_only,191,0.424338,0.51,-0.017853,-0.00352,-0.034695,0.046343,0.084897
convergence_only,192,0.479435,0.51,-0.005854,0.008535,-0.027015,0.053596,0.084407
convergence_only,193,0.483742,0.51,0.023979,4.14e-4,0.001113,0.092852,0.085793
convergence_only,194,0.471526,0.51,0.005549,0.013439,-0.014917,0.059329,0.077965
convergence_only,195,0.452212,0.51,0.002374,-0.007361,-0.016987,0.059794,0.069705
convergence_only,196,0.459206,0.51,0.004046,-0.003514,-0.016259,0.06598,0.067882
convergence_only,197,0.479513,0.51,-0.02437,-0.005607,-0.043565,0.056311,0.09202
convergence_only,198,0.45636,0.51,0.010037,0.006291,-0.008703,0.066178,0.07287
convergence_only,199,0.425061,0.51,0.003664,-0.003551,-0.015445,0.075845,0.09758
convergence_only,200,0.471405,0.509999,0.027485,0.016105,0.006431,0.078447,0.072661
divergence_only,1,0.045575,0,0.216808,0.213036,0.214589,0.139617,0.137332
divergence_only,2,0.003689,0,0.228125,0.237152,0.227963,0.142427,0.153827
divergence_only,3,0.025569,-0,0.255789,0.255251,0.254683,0.162646,0.16911
divergence_only,4,-0.005629,-0,0.235022,0.231569,0.235256,0.145028,0.15308
divergence_only,5,0.048421,-0,0.222152,0.210603,0.219823,0.148884,0.144085
divergence_only,6,0.005308,-0,0.187797,0.18825,0.187582,0.131727,0.139117
divergence_only,7,0.088503,-0,0.251895,0.243296,0.247378,0.154832,0.147031
divergence_only,8,0.04699,0,0.350962,0.358728,0.348728,0.185257,0.190426
divergence_only,9,0.006596,0,0.285422,0.288645,0.285132,0.16349,0.174056
divergence_only,10,0.010817,-0,0.219952,0.209615,0.219483,0.147161,0.149708
divergence_only,11,0.074453,0,0.183245,0.161357,0.179717,0.131219,0.11626
divergence_only,12,0.027663,0,0.141161,0.136094,0.139966,0.104102,0.105337
divergence_only,13,0.00537,-0,0.284133,0.256918,0.283903,0.167419,0.162085
divergence_only,14,-0.035013,-0,0.175566,0.195356,0.177063,0.110578,0.137904
divergence_only,15,-0.042613,0,0.268428,0.275792,0.270305,0.14843,0.169572
divergence_only,16,-0.016565,0,0.301264,0.282824,0.301985,0.172814,0.174961
divergence_only,17,0.007849,0,0.279826,0.304443,0.279469,0.154581,0.177821
divergence_only,18,-8.01e-4,-0,0.314255,0.325152,0.314289,0.176668,0.190716
divergence_only,19,0.010353,-0,0.360138,0.345143,0.359684,0.182477,0.184666
divergence_only,20,0.012652,0,0.313281,0.27702,0.312716,0.177388,0.164558
divergence_only,21,-0.013081,-0,0.283736,0.308938,0.284303,0.153528,0.178773
divergence_only,22,-0.023564,0,0.19094,0.221847,0.191995,0.11481,0.143719
divergence_only,23,-0.003622,0,0.206645,0.221238,0.206803,0.132455,0.147145
divergence_only,24,0.013379,-0,0.287722,0.2839,0.287133,0.157112,0.160934
divergence_only,25,1.87e-4,0,0.151629,0.169844,0.15162,0.100708,0.120565
divergence_only,26,-0.039335,0,0.123087,0.135423,0.12474,0.085371,0.100084
divergence_only,27,0.015401,-0,0.256391,0.271962,0.255705,0.144019,0.160809
divergence_only,28,-0.03386,-0,0.232849,0.210072,0.234159,0.156463,0.156338
divergence_only,29,0.035471,-0,0.220916,0.21983,0.21931,0.140802,0.14395
divergence_only,30,-0.035035,-0,0.184909,0.201624,0.186294,0.125174,0.147802
divergence_only,31,-0.019499,0,0.152818,0.158667,0.153667,0.110591,0.125261
divergence_only,32,-0.045226,-0,0.197607,0.242328,0.199402,0.121648,0.167809
divergence_only,33,0.007195,0,0.139654,0.148939,0.139332,0.097863,0.112728
divergence_only,34,-0.001177,0,0.289527,0.272999,0.289578,0.16611,0.16855
divergence_only,35,0.038474,0,0.258879,0.226168,0.257234,0.168528,0.155133
divergence_only,36,0.066485,0,0.184798,0.173208,0.18191,0.141327,0.128349
divergence_only,37,0.011275,0,0.321021,0.313185,0.320499,0.166334,0.170461
divergence_only,38,-0.057911,0,0.313838,0.315128,0.316223,0.156304,0.174904
divergence_only,39,-0.08617,0,0.21878,0.228594,0.222311,0.121098,0.143012
divergence_only,40,-0.021014,0,0.274019,0.281258,0.274906,0.169418,0.191523
divergence_only,41,-0.012173,-0,0.269353,0.252316,0.269886,0.161816,0.162986
divergence_only,42,-0.009264,0,0.16716,0.164922,0.167578,0.114168,0.120268
divergence_only,43,-0.025155,-0,0.217351,0.240008,0.218414,0.135516,0.160857
divergence_only,44,0.022651,0,0.171335,0.164766,0.170313,0.121077,0.122329
divergence_only,45,0.005939,0,0.162701,0.152427,0.162432,0.109383,0.110185
divergence_only,46,-0.026021,-0,0.208835,0.219394,0.21009,0.120409,0.142805
divergence_only,47,-0.045367,-0,0.23452,0.249907,0.236524,0.12793,0.148167
divergence_only,48,-0.029443,-0,0.344361,0.348634,0.34567,0.16978,0.184728
divergence_only,49,0.032051,0,0.20398,0.203394,0.202567,0.144294,0.152058
divergence_only,50,0.056243,-0,0.165182,0.186294,0.16287,0.119782,0.136544
divergence_only,51,-0.009111,-0,0.234145,0.249974,0.234556,0.141488,0.160422
divergence_only,52,-0.065251,0,0.172455,0.169425,0.17524,0.108063,0.125992
divergence_only,53,0.054233,0,0.194778,0.210892,0.192196,0.129665,0.140512
divergence_only,54,0.054229,0,0.270371,0.233977,0.268102,0.184176,0.165557
divergence_only,55,-0.031254,-0,0.209032,0.221467,0.210442,0.128221,0.151711
divergence_only,56,-0.014782,-0,0.242066,0.232408,0.24275,0.143181,0.150272
divergence_only,57,-0.005804,-0,0.35557,0.357622,0.355825,0.170119,0.180932
divergence_only,58,0.058809,-0,0.311086,0.289361,0.308298,0.180218,0.168928
divergence_only,59,0.011055,0,0.142371,0.166458,0.141894,0.105168,0.1316
divergence_only,60,-0.007359,0,0.166932,0.171338,0.16724,0.121484,0.130738
divergence_only,61,-0.001283,-0,0.22141,0.20481,0.221462,0.154199,0.153606
divergence_only,62,8.22e-4,-0,0.211521,0.236931,0.211486,0.137226,0.157486
divergence_only,63,0.031703,-0,0.210049,0.211892,0.208657,0.143311,0.152466
divergence_only,64,-0.024427,0,0.253779,0.238017,0.254897,0.142111,0.14494
divergence_only,65,-0.032602,0,0.226606,0.235225,0.227997,0.136843,0.154816
divergence_only,66,0.021305,0,0.218197,0.220402,0.217316,0.147865,0.155068
divergence_only,67,-0.03487,-0,0.240905,0.233924,0.242349,0.152175,0.16484
divergence_only,68,-0.008468,-0,0.188071,0.16741,0.188414,0.134275,0.128191
divergence_only,69,0.040807,0,0.291624,0.29811,0.289796,0.17617,0.18189
divergence_only,70,0.003382,0,0.148858,0.162487,0.148711,0.1116,0.12588
divergence_only,71,0.042265,-0,0.250984,0.238476,0.249079,0.161918,0.161358
divergence_only,72,-0.031732,0,0.247576,0.241165,0.249127,0.1309,0.143984
divergence_only,73,0.003529,-0,0.179896,0.207204,0.179738,0.118185,0.144742
divergence_only,74,-0.00359,-0,0.446945,0.422766,0.447105,0.196086,0.19338
divergence_only,75,-0.034686,-0,0.267732,0.264198,0.269307,0.152734,0.162131
divergence_only,76,-0.007805,0,0.138624,0.145562,0.138965,0.097138,0.110088
divergence_only,77,-0.035789,0,0.228726,0.212586,0.230281,0.146071,0.152383
divergence_only,78,-0.047851,0,0.207358,0.224487,0.209461,0.118551,0.146038
divergence_only,79,0.00257,-0,0.208537,0.195762,0.208424,0.132748,0.131675
divergence_only,80,-0.012446,-0,0.193569,0.215713,0.19411,0.118899,0.145326
divergence_only,81,-0.082821,-0,0.251947,0.2658,0.25509,0.133105,0.163313
divergence_only,82,-0.059861,-0,0.187069,0.194204,0.189601,0.116524,0.1369
divergence_only,83,0.013711,0,0.162287,0.173606,0.161671,0.114497,0.127306
divergence_only,84,0.03735,-0,0.268696,0.251778,0.266974,0.163394,0.157184
divergence_only,85,0.005081,-0,0.262137,0.256478,0.261914,0.156368,0.158599
divergence_only,86,-0.052263,0,0.196443,0.169196,0.198732,0.121906,0.118022
divergence_only,87,-0.01473,0,0.267831,0.273184,0.268459,0.155967,0.166414
divergence_only,88,0.010521,0,0.249178,0.251318,0.24869,0.148475,0.153876
divergence_only,89,-0.046323,0,0.231889,0.248257,0.233797,0.144766,0.169642
divergence_only,90,0.03786,-0,0.109699,0.112503,0.107945,0.079675,0.084532
divergence_only,91,-0.024549,0,0.324473,0.303441,0.325529,0.178164,0.183559
divergence_only,92,-0.068398,0,0.197757,0.22861,0.200676,0.10899,0.148049
divergence_only,93,0.005718,-0,0.3249,0.353366,0.324649,0.159246,0.18295
divergence_only,94,0.020476,0,0.249467,0.258335,0.248628,0.164689,0.179588
divergence_only,95,0.010982,0,0.146759,0.169343,0.146325,0.113789,0.135913
divergence_only,96,-0.026966,-0,0.202509,0.206798,0.203639,0.134709,0.145314
divergence_only,97,0.011845,0,0.316057,0.294432,0.315543,0.184166,0.17574
divergence_only,98,-0.05137,0,0.236509,0.239542,0.238792,0.135189,0.157449
divergence_only,99,-0.026917,0,0.254476,0.237996,0.255578,0.149716,0.15017
divergence_only,100,0.022734,0,0.226675,0.238339,0.225696,0.140734,0.154932
divergence_only,101,0.008568,0,0.239997,0.233173,0.239602,0.1518,0.156264
divergence_only,102,0.02633,0,0.269012,0.284268,0.267924,0.167251,0.185857
divergence_only,103,0.006623,0,0.118237,0.111477,0.11794,0.091068,0.092371
divergence_only,104,-0.018746,0,0.341095,0.342976,0.341927,0.175945,0.186528
divergence_only,105,0.002905,-0,0.308735,0.308483,0.308615,0.176313,0.181956
divergence_only,106,0.027041,-0,0.22441,0.238348,0.223224,0.150985,0.164055
divergence_only,107,0.029491,-0,0.24419,0.238462,0.242829,0.155886,0.158502
divergence_only,108,0.015828,0,0.245398,0.271558,0.244646,0.139639,0.165207
divergence_only,109,-0.007787,0,0.166232,0.172709,0.166578,0.113615,0.128127
divergence_only,110,-0.02059,-0,0.254169,0.252007,0.255163,0.143536,0.154672
divergence_only,111,0.030489,0,0.155379,0.135269,0.153979,0.110185,0.100263
divergence_only,112,-0.002762,0,0.249119,0.246012,0.249249,0.136683,0.144439
divergence_only,113,-0.007766,0,0.137669,0.144849,0.138004,0.098627,0.113031
divergence_only,114,0.027724,0,0.204621,0.201785,0.203446,0.138887,0.14375
divergence_only,115,-0.005026,0,0.191024,0.171822,0.191264,0.118154,0.117798
divergence_only,116,-0.002011,0,0.174532,0.15734,0.174619,0.128001,0.122779
divergence_only,117,0.014745,0,0.186635,0.175946,0.185995,0.122748,0.124656
divergence_only,118,-0.051331,0,0.328494,0.303359,0.330637,0.167026,0.173076
divergence_only,119,0.013134,0,0.37306,0.357183,0.372457,0.190103,0.188898
divergence_only,120,-0.013477,-0,0.349426,0.322845,0.350015,0.187662,0.188337
divergence_only,121,0.011743,-0,0.193525,0.213549,0.19299,0.123335,0.140068
divergence_only,122,-0.001161,-0,0.19319,0.180424,0.193241,0.129138,0.127215
divergence_only,123,0.010972,0,0.224186,0.205364,0.223715,0.141419,0.139308
divergence_only,124,-0.048437,0,0.343048,0.335531,0.345211,0.176852,0.19405
divergence_only,125,0.02268,-0,0.236205,0.238956,0.235322,0.165015,0.176509
divergence_only,126,0.041793,0,0.177877,0.179709,0.175968,0.120821,0.125457
divergence_only,127,0.003638,-0,0.305081,0.330199,0.304937,0.175182,0.195716
divergence_only,128,-0.025806,-0,0.21138,0.201839,0.212481,0.141498,0.144276
divergence_only,129,0.006832,-0,0.186183,0.18566,0.185881,0.114971,0.121609
divergence_only,130,0.041704,0,0.210196,0.210624,0.208468,0.150228,0.15772
divergence_only,131,-0.007855,0,0.151314,0.134151,0.151666,0.107007,0.102237
divergence_only,132,0.019473,0,0.315665,0.325938,0.314776,0.174497,0.184216
divergence_only,133,0.013985,0,0.22653,0.211794,0.225945,0.15351,0.153676
divergence_only,134,-0.030429,-0,0.245646,0.242199,0.246902,0.149533,0.161408
divergence_only,135,-0.004987,-0,0.309868,0.304404,0.310075,0.177277,0.184615
divergence_only,136,-0.023676,-0,0.372398,0.383632,0.373445,0.175106,0.192963
divergence_only,137,0.010758,0,0.26138,0.261929,0.2609,0.152728,0.160414
divergence_only,138,0.043964,0,0.274854,0.281674,0.272768,0.161228,0.170857
divergence_only,139,-0.01224,0,0.163629,0.149365,0.164159,0.113935,0.110666
divergence_only,140,-0.030634,-0,0.305395,0.295968,0.306925,0.159081,0.164106
divergence_only,141,-0.001875,0,0.215351,0.21891,0.215433,0.132848,0.143313
divergence_only,142,0.040793,0,0.264516,0.237902,0.262645,0.16712,0.156748
divergence_only,143,0.02966,-0,0.209642,0.234751,0.208353,0.131537,0.149571
divergence_only,144,-0.034812,-0,0.395909,0.402992,0.397362,0.189315,0.206858
divergence_only,145,0.03601,0,0.168285,0.173123,0.166663,0.124781,0.132387
divergence_only,146,0.040429,-0,0.195504,0.195268,0.193735,0.136001,0.136617
divergence_only,147,0.003357,-0,0.192068,0.19584,0.191917,0.120224,0.126892
divergence_only,148,-0.014922,-0,0.189697,0.198521,0.190341,0.122632,0.139445
divergence_only,149,-0.013997,-0,0.196259,0.201429,0.196865,0.127781,0.137979
divergence_only,150,0.047941,-0,0.299337,0.317739,0.297387,0.179218,0.184589
divergence_only,151,-0.048559,-0,0.334539,0.336121,0.336745,0.158008,0.173185
divergence_only,152,-0.048649,-0,0.223492,0.232814,0.225699,0.12396,0.145131
divergence_only,153,0.010053,0,0.178253,0.171973,0.177802,0.116309,0.116432
divergence_only,154,0.060136,0,0.278148,0.302355,0.275571,0.168054,0.182976
divergence_only,155,0.037867,0,0.160867,0.169857,0.159039,0.110993,0.123522
divergence_only,156,-0.069338,-0,0.176672,0.19976,0.179246,0.118378,0.156464
divergence_only,157,-0.043643,0,0.334561,0.343287,0.336488,0.160861,0.183017
divergence_only,158,0.041038,-0,0.210919,0.195786,0.20925,0.153743,0.149271
divergence_only,159,0.007863,0,0.136323,0.132219,0.135965,0.101054,0.105404
divergence_only,160,-0.006683,-0,0.303662,0.314689,0.303979,0.166376,0.180353
divergence_only,161,0.010744,0,0.29358,0.294764,0.293122,0.16408,0.171494
divergence_only,162,-0.015258,0,0.229454,0.212439,0.230146,0.142567,0.144224
divergence_only,163,-0.019192,-0,0.180793,0.172927,0.181646,0.118405,0.124255
divergence_only,164,0.00283,0,0.17586,0.214941,0.175737,0.114306,0.147805
divergence_only,165,0.02793,0,0.140139,0.120104,0.138893,0.110137,0.100346
divergence_only,166,-0.02886,-0,0.147338,0.136698,0.148624,0.104504,0.105482
divergence_only,167,-0.038113,0,0.152897,0.171596,0.154615,0.100039,0.124487
divergence_only,168,-0.041177,-0,0.163033,0.184575,0.164722,0.100533,0.129432
divergence_only,169,-0.001666,-0,0.31574,0.300395,0.315809,0.179413,0.182946
divergence_only,170,0.020555,0,0.269104,0.2102,0.268184,0.168531,0.145462
divergence_only,171,-0.00754,0,0.235656,0.240279,0.235995,0.137902,0.151348
divergence_only,172,-4.53e-4,0,0.285732,0.302781,0.285751,0.166196,0.184486
divergence_only,173,-0.025406,-0,0.314009,0.340595,0.315076,0.163577,0.18997
divergence_only,174,-0.029643,0,0.264939,0.264561,0.266287,0.142449,0.157362
divergence_only,175,-0.052088,0,0.141501,0.149675,0.1436,0.098595,0.115764
divergence_only,176,-0.009307,0,0.284746,0.274914,0.285153,0.167433,0.170899
divergence_only,177,-0.03656,-3e-6,0.265517,0.282713,0.267169,0.147608,0.171106
divergence_only,178,0.002466,-0,0.241467,0.249601,0.241359,0.145934,0.162997
divergence_only,179,-9.71e-4,-0,0.225115,0.229012,0.225155,0.151826,0.16172
divergence_only,180,0.035879,0,0.128492,0.121433,0.126945,0.103692,0.098561
divergence_only,181,0.011064,0,0.189919,0.204567,0.189437,0.118855,0.13492
divergence_only,182,0.024828,-0,0.284256,0.315737,0.283227,0.17679,0.204069
divergence_only,183,0.019529,-0,0.191752,0.196501,0.190863,0.126315,0.134778
divergence_only,184,0.036154,0,0.194489,0.190657,0.192836,0.131218,0.132796
divergence_only,185,-0.072911,-3e-6,0.288083,0.285991,0.291562,0.146369,0.157145
divergence_only,186,-0.005955,0,0.302956,0.273808,0.303212,0.189092,0.183838
divergence_only,187,-0.012039,-0,0.310245,0.308089,0.310781,0.164264,0.172778
divergence_only,188,0.041301,0,0.234471,0.200333,0.232555,0.158311,0.141359
divergence_only,189,-0.045539,0,0.22622,0.226133,0.228158,0.131232,0.144595
divergence_only,190,-0.010894,0,0.295249,0.325431,0.295699,0.161708,0.186919
divergence_only,191,-0.064104,-0,0.186754,0.200956,0.189298,0.11593,0.143917
divergence_only,192,0.027431,0,0.177805,0.198631,0.176594,0.123896,0.14325
divergence_only,193,0.031241,0,0.254386,0.223099,0.252909,0.157353,0.143965
divergence_only,194,0.016717,0,0.169074,0.175967,0.168349,0.121238,0.135186
divergence_only,195,-0.014693,0,0.172253,0.161353,0.172882,0.116417,0.11857
divergence_only,196,-0.011538,0,0.17856,0.160316,0.17907,0.116187,0.115584
divergence_only,197,0.02615,0,0.192811,0.219551,0.191765,0.132841,0.154325
divergence_only,198,-0.016189,0,0.173609,0.160895,0.174273,0.123465,0.125666
divergence_only,199,-0.064274,-0,0.289508,0.274975,0.292397,0.149808,0.16199
divergence_only,200,0.00739,0,0.190043,0.167917,0.189713,0.132935,0.127367
all_three,1,0.578954,0.51,0.232201,0.220314,0.201558,0.302573,0.28868
all_three,2,0.561983,0.51,0.236218,0.239148,0.209584,0.314993,0.313726
all_three,3,0.575236,0.51,0.266579,0.272657,0.239292,0.342058,0.341026
all_three,4,0.561003,0.51,0.221054,0.222111,0.195668,0.310774,0.308894
all_three,5,0.585959,0.51,0.253299,0.236802,0.222349,0.32092,0.306596
all_three,6,0.573337,0.51,0.187348,0.18101,0.161659,0.293518,0.287436
all_three,7,0.601397,0.51,0.242786,0.244213,0.20897,0.314917,0.300996
all_three,8,0.587948,0.51,0.350634,0.358534,0.319804,0.373421,0.363145
all_three,9,0.56935500000000006,0.51,0.279848,0.283839,0.252343,0.341499,0.339018
all_three,10,0.568949,0.51,0.227744,0.22176,0.200837,0.313321,0.309554
all_three,11,0.602791,0.51,0.190302,0.164594,0.15854,0.281233,0.255642
all_three,12,0.579147,0.51,0.132171,0.133131,0.104611,0.236528,0.233616
all_three,13,0.564295,0.51,0.266547,0.256963,0.240265,0.336669,0.326252
all_three,14,0.549913,0.51,0.175058,0.197948,0.149479,0.267144,0.289677
all_three,15,0.54608,0.51,0.268331,0.279609,0.242181,0.323769,0.336218
all_three,16,0.557392,0.51,0.301719,0.290281,0.275243,0.352087,0.344641
all_three,17,0.567124,0.51,0.278066,0.306964,0.249944,0.333678,0.347209
all_three,18,0.564111,0.51,0.323208,0.330578,0.297142,0.367159,0.365234
all_three,19,0.569031,0.51,0.326698,0.327725,0.299351,0.359016,0.350425
all_three,20,0.574396,0.51,0.296128,0.26223,0.267844,0.3519,0.323973
all_three,21,0.557236,0.51,0.280655,0.30716,0.254426,0.335568,0.348516
all_three,22,0.551574,0.51,0.192473,0.219272,0.165678,0.275424,0.295683
all_three,23,0.563518,0.51,0.213806,0.212631,0.186974,0.299259,0.297604
all_three,24,0.575383,0.51,0.25442,0.246849,0.22649,0.327531,0.312626
all_three,25,0.562511,0.51,0.152139,0.167929,0.124335,0.24319,0.256899
all_three,26,0.535018,0.51,0.124924,0.128514,0.10094499999999999,0.215926,0.222352
all_three,27,0.575601,0.51,0.233356,0.252541,0.205115,0.314303,0.318328
all_three,28,0.556389,0.51,0.235461,0.21533,0.211795,0.329974,0.318664
all_three,29,0.57671,0.51,0.207085,0.215078,0.178619,0.297013,0.294475
all_three,30,0.550252,0.51,0.194533,0.201951,0.170828,0.293215,0.302943
all_three,31,0.563527,0.51,0.183304,0.175986,0.156253,0.267396,0.273491
all_three,32,0.54583,0.51,0.203891,0.251461,0.180326,0.29717,0.33653
all_three,33,0.572365,0.51,0.141265,0.147655,0.113094,0.235812,0.245505
all_three,34,0.561605,0.51,0.270722,0.270815,0.244293,0.335569,0.332972
all_three,35,0.58822,0.51,0.245686,0.223344,0.217776,0.33635,0.314029
all_three,36,0.590129,0.51,0.206965,0.183243,0.178871,0.305324,0.277091
all_three,37,0.568396,0.51,0.290005,0.292357,0.261285,0.336709,0.330331
all_three,38,0.535596,0.51,0.279743,0.288317,0.255868,0.327574,0.334291
all_three,39,0.5184,0.51,0.20614,0.207498,0.18342,0.282585,0.291292
all_three,40,0.562315,0.51,0.307391,0.313302,0.281268,0.364742,0.376177
all_three,41,0.559456,0.51,0.273595,0.257589,0.246839,0.336835,0.327458
all_three,42,0.550638,0.51,0.179573,0.180789,0.152924,0.25991,0.263569
all_three,43,0.549204,0.51,0.232215,0.251575,0.207119,0.310969,0.326958
all_three,44,0.574541,0.51,0.182993,0.174539,0.154586,0.270833,0.265811
all_three,45,0.571209,0.51,0.151262,0.142633,0.122782,0.24386,0.237455
all_three,46,0.561758,0.51,0.213871,0.220288,0.184033,0.281439,0.295134
all_three,47,0.542332,0.51,0.219749,0.221759,0.193762,0.291419,0.295403
all_three,48,0.558178,0.51,0.336339,0.325763,0.309041,0.358453,0.348884
all_three,49,0.584341,0.51,0.232909,0.231265,0.204392,0.319734,0.320642
all_three,50,0.601353,0.51,0.146026,0.16569,0.11828,0.275446,0.278475
all_three,51,0.552149,0.51,0.24551,0.267838,0.21868,0.311838,0.327245
all_three,52,0.545856,0.51,0.165405,0.163196,0.139762,0.253589,0.265541
all_three,53,0.585139,0.51,0.203716,0.220052,0.173279,0.289289,0.29367
all_three,54,0.589846,0.51,0.273046,0.252774,0.24586,0.361001,0.338127
all_three,55,0.557332,0.51,0.227899,0.236731,0.200277,0.299539,0.314894
all_three,56,0.554508,0.51,0.238051,0.241829,0.210199,0.303028,0.30841
all_three,57,0.569611,0.51,0.315778,0.314065,0.288155,0.350159,0.338184
all_three,58,0.590814,0.51,0.301487,0.287892,0.270709,0.355464,0.33365
all_three,59,0.57759,0.51,0.163491,0.18378,0.135847,0.261008,0.283431
all_three,60,0.558121,0.51,0.187963,0.183984,0.162532,0.280297,0.280584
all_three,61,0.572225,0.51,0.229696,0.209672,0.204197,0.326852,0.31394
all_three,62,0.560517,0.51,0.23189,0.24384,0.206028,0.315629,0.321114
all_three,63,0.586036,0.51,0.22394,0.22279,0.195392,0.315071,0.313929
all_three,64,0.55545,0.51,0.2373,0.218768,0.209511,0.30362,0.293396
all_three,65,0.549948,0.51,0.229558,0.233931,0.204014,0.307016,0.313511
all_three,66,0.579535,0.51,0.225725,0.222046,0.199248,0.323592,0.316385
all_three,67,0.552698,0.51,0.248448,0.247379,0.223439,0.326261,0.332718
all_three,68,0.564803,0.51,0.186741,0.16621,0.161553,0.287514,0.272098
all_three,69,0.584373,0.51,0.309522,0.311761,0.280679,0.365631,0.356814
all_three,70,0.562222,0.51,0.186038,0.185419,0.159556,0.272497,0.277987
all_three,71,0.591854,0.51,0.255388,0.243599,0.225666,0.335719,0.323985
all_three,72,0.552901,0.51,0.231411,0.23401,0.201955,0.289233,0.295925
all_three,73,0.569346,0.51,0.195817,0.215768,0.167957,0.284508,0.301362
all_three,74,0.554632,0.51,0.400507,0.387887,0.37392,0.372997,0.356997
all_three,75,0.542552,0.51,0.278104,0.270527,0.251581,0.326726,0.325423
all_three,76,0.558178,0.51,0.135186,0.147786,0.108702,0.229301,0.240352
all_three,77,0.547585,0.51,0.24149,0.236746,0.215641,0.312283,0.318121
all_three,78,0.535443,0.51,0.192977,0.223911,0.167758,0.272432,0.299303
